Timestamp,Match Label,Score
2025-08-04 17:32:28,chamu,0.75
2025-08-04 17:33:14,chamu,0.75
2025-08-04 17:38:02,chamu,0.76
2025-08-04 17:38:07,chamu,0.78
2025-08-04 17:38:12,chamu,0.79
2025-08-04 17:38:50,chamu,0.76
2025-08-04 17:38:55,chamu,0.77
2025-08-04 17:40:18,chamu,0.78
2025-08-04 17:42:13,chamu,0.72
2025-08-04 17:43:22,chamu,0.74
2025-08-04 17:43:29,chamu,0.73
2025-08-04 17:48:20,chamu,0.73
2025-08-04 17:48:25,chamu,0.74
2025-08-04 17:48:30,chamu,0.72
2025-08-04 17:48:35,chamu,0.74
